,state_name,state_initial,state_num,year,poverty_rate,unemploy_rate,justice_rate,violent_rate,property_rate,welfare_povcap,welfare_percap
206,Connecticut,CT,7,2014,10.8,5.3,1.7225924767785665,0.23708285158201753,0.12505132807570626,19.288073871378916,2.0831119781089233
207,Delaware,DE,8,2014,12.5,4.2,2.4781042523917227,0.4907307018757366,0.3074573693788761,18.02248824916594,2.2528110311457423
208,Florida,FL,10,2014,16.5,4.7,2.006792368463206,0.5417791100645367,0.36730488209888673,7.397499727380679,1.220587455017812
209,Georgia,GA,11,2014,18.3,5.1,5.782430607359804,0.37842403875208375,0.21904630030083602,6.200834484769759,1.1347527107128659
210,Hawaii,HI,12,2014,11.4,3.3,1.9604280690939373,0.26015561264525944,0.14859975483161286,16.5129979950307,1.8824817714334998
211,Idaho,ID,13,2014,14.8,3.4,2.9469902618581676,0.21261568794785396,0.16081053906782614,9.352867445230201,1.3842243818940698
212,Illinois,IL,14,2014,14.4,5.3,1.564212693506838,0.36992530478304425,0.21359008848854202,12.182085321910263,1.7542202863550782
213,Indiana,IN,15,2014,15.2,4.5,2.706283219112224,0.36548833998317165,0.22272964691451344,10.664129529014689,1.6209476884102327
214,Iowa,IA,16,2014,12.2,3.0,1.8098292376220109,0.27327254892501646,0.20145689613584833,13.82895112493861,1.6871320372425105
215,Kansas,KS,17,2014,13.6,3.4,1.2298979236159595,0.34901179979141345,0.2502693524336531,8.995696952274043,1.22341478550927
216,Kentucky,KY,18,2014,19.1,4.5,2.2851186686870477,0.2115827271473098,0.09976555999536964,9.848781352626004,1.8811172383515666
217,Louisiana,LA,19,2014,19.8,4.4,2.6557620381338296,0.5153732343126516,0.3528629226490107,8.737182886673855,1.7299622115614233
218,Maine,ME,20,2014,14.1,3.7,1.3932791261716346,0.12777026605527342,0.06689149222893727,18.5502490526064,2.615585116417502
219,Maryland,MD,21,2014,10.1,4.8,1.989855041299868,0.44753623421952593,0.2540251990714559,18.171078564799185,1.8352789350447176
220,Massachusetts,MA,22,2014,11.6,4.5,1.2398502069323676,0.39036784098887467,0.2669241220383415,23.071577633898237,2.676303005532195
221,Michigan,MI,23,2014,16.2,5.0,2.5167404375172713,0.4264717848651863,0.27713415149959997,9.747128052715409,1.5790347445398962
222,Minnesota,MN,24,2014,11.5,3.3,2.2552722736177553,0.22940412347720518,0.12344345037010103,19.374228877239357,2.2280363208825262
223,Mississippi,MS,25,2014,21.5,5.6,2.2533585746445035,0.2788192349826181,0.153554560690835,9.039695770104398,1.9435345905724455
224,Missouri,MO,26,2014,15.5,4.2,1.596577345009298,0.4434462390785512,0.3051747613438257,8.931265566620263,1.3843461628261409
225,Montana,MT,27,2014,15.4,3.1,1.3704605286979055,0.3242098546878318,0.24778127137627232,9.022708364796244,1.3894970881786217
226,Nebraska,NE,28,2014,12.4,2.9,2.0841928920072728,0.2806864819793958,0.17644670601775853,10.937006057661423,1.3561887511500164
227,Nevada,NV,29,2014,15.2,5.6,1.0637593500632445,0.6404323068907606,0.37492529177024075,5.06411169066209,0.7697449769806376
228,New Hampshire,NH,30,2014,9.2,3.5,0.8708767449587165,0.1951488778939521,0.10942437080986783,14.387843900332355,1.3236816388305768
229,New Jersey,NJ,31,2014,11.1,5.0,1.6522312735312947,0.2633643652649183,0.12662833033918908,14.99079830067672,1.663978611375116
230,New Mexico,NM,32,2014,21.3,5.1,1.8501753233204181,0.5962476454463315,0.42099611020076877,9.444994250715398,2.01178377540238
231,New York,NY,33,2014,15.9,4.6,0.939944289996936,0.38368435191424133,0.23053731126516452,17.204265681925087,2.7354782434260887
232,North Carolina,NC,34,2014,17.2,5.1,1.4486308290832262,0.32988395015467303,0.21565734111341447,7.996726570567938,1.375436970137685
233,North Dakota,ND,35,2014,11.5,2.1,4.014524932838443,0.26579839191972887,0.19080527419951965,12.972058209376138,1.491786694078256
234,Ohio,OH,36,2014,15.8,4.5,2.733139880372672,0.28467511872236634,0.12730657519370492,12.158641490364584,1.9210653554776043
235,Oklahoma,OK,37,2014,16.6,3.4,1.712197673809953,0.4059628893604151,0.27703666687552714,10.408706346175215,1.7278452534650857
236,Oregon,OR,38,2014,16.6,4.8,1.7082521010566092,0.23273863531995506,0.14109653606994674,11.941337382946838,1.982262005569175
237,Pennsylvania,PA,39,2014,13.6,4.4,2.580476632844379,0.31406800881398506,0.17350998524981365,14.021561534117815,1.906932368640023
238,Rhode Island,RI,40,2014,14.3,5.0,2.5735461240075157,0.21904736650706103,0.1323943875386387,17.29852270131226,2.473688746287654
239,South Carolina,SC,41,2014,18.0,4.9,1.4443626266347434,0.49862996999969106,0.36644700439524946,7.818927396414582,1.4074069313546245
240,South Dakota,SD,42,2014,14.2,2.7,1.758537901779353,0.32810091281772263,0.24684117489804255,8.523937511510345,1.210399126634469
241,Tennessee,TN,43,2014,18.3,4.7,1.897922174492446,0.6091827170545936,0.45375306727809156,8.933830090089879,1.6348909064864476
242,Texas,TX,44,2014,17.2,3.9,2.4219206356782497,0.4057730632535951,0.2434920233331935,7.136984804471927,1.2275613863691714
243,Utah,UT,45,2014,11.7,3.3,0.8991321944145468,0.21607972272606393,0.11961677685733733,9.65109065442787,1.1291776065680608
244,Vermont,VT,46,2014,12.2,3.6,1.3099514726157764,0.09948593601550829,0.0690963414127003,22.5515045943351,2.751283560508882
245,Virginia,VA,47,2014,11.8,3.9,1.4800738443649273,0.19660707210317707,0.11310321161382281,10.422486442282741,1.2298534001893637
246,Washington,WA,48,2014,13.2,4.1,1.8509642030687539,0.28542855745603435,0.16481316237292964,10.383822862888103,1.3706646179012298
247,West Virginia,WV,49,2014,18.3,3.7,1.588097155484569,0.3021375093336592,0.23563265312743142,10.993844535176542,2.011873549937307
249,Wyoming,WY,51,2014,11.2,2.9,1.5339256279923301,0.19604106905898572,0.15432655086167088,12.144004230798755,1.3601284738494603
250,Alabama,AL,1,2015,18.5,4.1,2.0937592429566556,0.47300821643629365,0.32878934668110094,9.1398066777816,1.690864235389596
252,Arizona,AZ,3,2015,17.4,4.0,2.09481155707445,0.4101512282573873,0.26699656030534974,8.706234178706232,1.514884747094884
253,Arkansas,AR,4,2015,19.1,3.3,2.0443327996214298,0.5213482119831514,0.3799804435657182,11.555339612035267,2.2070698658987364
255,Colorado,CO,6,2015,11.5,3.5,2.199848145102312,0.321339413861498,0.19739027997350025,12.646468199099921,1.454343842896491
256,Connecticut,CT,7,2015,10.5,4.6,1.6802885432945966,0.21869900159515063,0.11326628980001237,11.302072883418598,1.1867176527589527
257,Delaware,DE,8,2015,12.4,3.6,2.3991449686162682,0.5014597578544322,0.32732998176896305,19.605878745166187,2.4311289644006067
258,Florida,FL,10,2015,15.7,4.1,1.9124140225499555,0.46328767093462425,0.3161703558238931,8.12416503249822,1.2754939101022207
259,Georgia,GA,11,2015,17.0,4.4,5.281050306763891,0.37965516743369593,0.22161534072928807,6.917358287161327,1.1759509088174256
260,Hawaii,HI,12,2015,10.6,3.0,1.947045537012711,0.29541817036226525,0.17003597618089916,16.97241095501165,1.7990755612312348
261,Idaho,ID,13,2015,15.1,3.3,2.9652450232892953,0.21610372494259744,0.16050304683236638,9.365183314875784,1.4141426805462434
262,Illinois,IL,14,2015,13.6,4.5,1.655040848917945,0.38381160211597976,0.22458352428389555,13.949881780557236,1.897183922155784
263,Indiana,IN,15,2015,14.5,3.7,2.469150695448172,0.3881864687212772,0.23855922034034752,12.06813220233629,1.7498791693387619
264,Iowa,IA,16,2015,12.2,2.8,1.4878932383417283,0.28632215728493793,0.2134279196144776,15.510995565887251,1.8923414590382446
265,Kansas,KS,17,2015,13.0,3.0,1.2388460489303752,0.3902700952316784,0.26785735770679453,10.11612643504032,1.3150964365552416
266,Kentucky,KY,18,2015,18.5,3.8,2.406280895663465,0.2186184470950588,0.1054682628193194,13.281828472195524,2.457138267356172
267,Louisiana,LA,19,2015,19.6,4.2,2.6795735518540815,0.5404075094519862,0.3741777479361698,9.186981693034541,1.80064841183477
268,Maine,ME,20,2015,13.4,3.3,0.7132148371014152,0.13017010198289192,0.06933872985901877,16.922298664462822,2.267588021038018
269,Maryland,MD,21,2015,9.7,3.7,1.9562147178348501,0.4588040354439566,0.2575697987924943,20.969473288260453,2.034038908961264
270,Massachusetts,MA,22,2015,11.5,3.9,1.29706737597443,0.39094949418830216,0.28069414214536226,25.463335105596407,2.9282835371435874
271,Michigan,MI,23,2015,15.8,4.4,2.4910911479342692,0.41514481637864153,0.2659560810997899,11.732090427586037,1.8536702875585938
272,Minnesota,MN,24,2015,10.2,2.9,2.2937453671399584,0.2429573559585205,0.12940457115171894,22.82316190813345,2.3279625146296117
273,Mississippi,MS,25,2015,22.0,5.0,2.448186734538498,0.27619474975664815,0.15051174998853928,9.473126437018674,2.0840878161441085
274,Missouri,MO,26,2015,14.8,3.3,1.7048796139157656,0.4983915627369587,0.3430652077529113,9.655947318545074,1.429080203144671
275,Montana,MT,27,2015,14.6,2.8,1.505530331943036,0.3504209223901599,0.273466119993207,9.70339851916941,1.4166961837987335
276,Nebraska,NE,28,2015,12.6,2.2,1.1827695406199092,0.27558099633210786,0.17358641806567732,10.464912130294833,1.3185789284171487
277,Nevada,NV,29,2015,14.7,5.0,1.423137755386843,0.701724033891199,0.41734407324327444,7.484063574947566,1.1001573455172922
278,New Hampshire,NH,30,2015,8.2,2.9,0.7916099672757885,0.19845100460208778,0.11546376323567928,19.21947021692689,1.5759965577880046
279,New Jersey,NJ,31,2015,10.8,4.3,2.0046308503586343,0.257996522081938,0.1287107086430019,17.84899546462,1.9276915101789602
280,New Mexico,NM,32,2015,20.4,4.3,1.413652568490938,0.6548154373900046,0.45024843355951855,13.348908745579617,2.723177384098242
281,New York,NY,33,2015,15.4,4.1,0.9970726587592482,0.3824282742835721,0.22664338330653902,19.16258202254108,2.951037631471326
282,North Carolina,NC,34,2015,16.4,4.2,1.492545382385802,0.347420552918235,0.22753992714655202,8.850273521973339,1.4514448576036276
283,North Dakota,ND,35,2015,11.0,1.8,1.5456190351825967,0.24029726840886606,0.17213347372776389,16.70038286978979,1.837042115676877
284,Ohio,OH,36,2015,14.8,4.0,2.7765014637815777,0.29178326850456215,0.13509759865417142,14.740413226381882,2.1815811575045188
285,Oklahoma,OK,37,2015,16.1,3.3,1.8233490269978256,0.4222023276633841,0.292057807903824,10.634763702686321,1.7121969561324977
287,Pennsylvania,PA,39,2015,13.2,3.9,2.6333740533691268,0.3155224795394165,0.17499651540036604,14.609967031513479,1.9285156481597794
288,Rhode Island,RI,40,2015,13.9,4.0,2.5918859161131182,0.2425987036782774,0.1437411522964969,20.49655148829098,2.849020656872446
289,South Carolina,SC,41,2015,16.6,4.3,1.432257440545853,0.5049123680635365,0.3694445841300523,9.351559032013858,1.5523587993143004
290,South Dakota,SD,42,2015,13.7,2.7,1.7973344910935516,0.3851342173426324,0.29813065288973617,9.41084865925226,1.2892862663175595
291,Tennessee,TN,43,2015,16.7,3.8,1.9460645822017941,0.6129412532221139,0.45278759309803873,10.2070490079274,1.7045771843238757
292,Texas,TX,44,2015,15.9,3.5,2.3469862311570098,0.4121833606746197,0.24654845989392962,8.289150472534747,1.3179749251330248
293,Utah,UT,45,2015,11.3,2.7,0.9063292513690394,0.23713585761787623,0.13568825907536802,10.17571127691446,1.149855374291334
295,Virginia,VA,47,2015,11.2,3.5,1.458919930990403,0.19611787307242645,0.11044262197840468,10.66370219899128,1.194334646287023
296,Washington,WA,48,2015,12.2,3.8,1.8071741444450788,0.2846869971580158,0.16791702896998,12.96330635705602,1.5815233755608344
297,West Virginia,WV,49,2015,17.9,3.9,1.0900404939279609,0.33826443364729514,0.25672484460248096,14.10587457288523,2.5249515485464564
298,Wisconsin,WI,50,2015,12.1,2.8,1.450612924810187,0.30632153780459437,0.18043930330814067,14.282275215244804,1.7281553010446211
299,Wyoming,WY,51,2015,11.1,3.3,1.5588144643698143,0.22233112994417817,0.17998234328814422,12.30087028387271,1.3653966015098709
300,Alabama,AL,1,2016,17.1,3.6,1.942671547637773,0.5322477009987612,0.38813412082800025,10.158363767092977,1.7370802041728992
301,Alaska,AK,2,2016,9.9,5.4,1.6265294231889689,0.8046330463304633,0.54096264646857,32.323175105754245,3.1999943354696705
302,Arizona,AZ,3,2016,16.4,3.8,2.07267440209495,0.4694231669113935,0.3149081294647282,11.560537679229363,1.8959281793936154
303,Arkansas,AR,4,2016,17.2,2.9,2.0851411588585376,0.5505502157584254,0.40074677633299643,13.41404525101933,2.3072157831753244
304,California,CA,5,2016,14.3,4.1,1.214887307980825,0.44628252827493026,0.2664862976766965,21.967727837450134,3.141385080755369
305,Colorado,CO,6,2016,11.0,3.2,2.193940107505125,0.3427019893613084,0.2111490527087322,14.191223190223951,1.5610345509246346
306,Connecticut,CT,7,2016,9.8,4.2,1.6326634417145662,0.2270173254771123,0.12797148016246424,12.172139849452892,1.1928697052463835
307,Delaware,DE,8,2016,11.7,3.5,2.333913992840289,0.5104745284380892,0.3288998768074476,21.833336084996656,2.5545003219446087
308,Florida,FL,10,2016,14.7,3.5,1.8353151761378732,0.43030101132380527,0.2901790901166261,8.366973459450165,1.2299450985391742
310,Hawaii,HI,12,2016,9.3,2.8,1.887137414285504,0.30940927835557064,0.19396746474226284,20.68068112989955,1.9233033450806587
311,Idaho,ID,13,2016,14.4,2.9,2.982955192588476,0.23038790285191216,0.17207765189790653,9.964752315172552,1.4349243333848476
312,Illinois,IL,14,2016,13.0,4.1,1.5772405305691413,0.43566071815924573,0.25010672338196394,13.986382931060477,1.8182297810378623
313,Indiana,IN,15,2016,14.1,3.2,2.3929109376612834,0.4046392809253239,0.24983781267786342,13.627616668312102,1.9214939502320063
314,Iowa,IA,16,2016,11.8,2.7,1.4853419504210774,0.29092688154805035,0.21217543369980751,16.681770879056497,1.968448963728667
315,Kansas,KS,17,2016,12.1,2.9,1.2621897839939207,0.3799585274923699,0.2736663318267829,11.284611542787209,1.3654379966772523
316,Kentucky,KY,18,2016,18.5,3.5,2.32963540434687,0.23225726209515515,0.11351494823781448,13.630830846528625,2.521703706607796
317,Louisiana,LA,19,2016,20.2,4.1,2.5636152378597457,0.5665078070641398,0.3966537947280273,9.407702000904207,1.9003558041826496
318,Maine,ME,20,2016,12.5,2.8,0.7071381196213975,0.12378719718894898,0.07135791100091113,18.86159945377397,2.357699931721746
319,Maryland,MD,21,2016,9.7,3.6,1.8340156823775762,0.4730713306613687,0.26442022193375236,20.67085934920123,2.005073356872519
320,Massachusetts,MA,22,2016,10.4,3.5,1.2233488390084835,0.3762965281710204,0.2645228154958491,31.033545596405887,3.2274887420262126
322,Minnesota,MN,24,2016,9.9,2.7,2.2465217505415787,0.2425243683212548,0.13067779350265013,26.428258316971604,2.616397573380189
323,Mississippi,MS,25,2016,20.8,4.4,2.179838843174457,0.28056137711023454,0.14963496565189774,10.575091031391496,2.1996189345294312
324,Missouri,MO,26,2016,14.0,3.1,1.6825263772446315,0.5198504715272455,0.36113869661178866,10.440148420750132,1.4616207789050186
325,Montana,MT,27,2016,13.3,3.0,1.533991693125582,0.36892605050251764,0.2843804972623573,12.345832314167172,1.641995697784234
326,Nebraska,NE,28,2016,11.4,2.5,1.228209525296807,0.2912444060083459,0.18686870807130082,11.407855112504395,1.300495482825501
327,Nevada,NV,29,2016,13.8,4.2,1.3998667413906745,0.6833100090726405,0.3989288320423587,8.377350986204005,1.1560744360961528
328,New Hampshire,NH,30,2016,7.3,2.4,0.777207668337422,0.19645282338541034,0.1200172538770937,24.731200100795593,1.8053776073580783
329,New Jersey,NJ,31,2016,10.4,3.9,2.0275216497864292,0.2470344647686174,0.12518562249043974,18.94373394255818,1.9701483300260505
330,New Mexico,NM,32,2016,19.8,4.3,1.2805637609792362,0.6989285867959438,0.4884707142276598,14.910830019620771,2.9523443438849126
331,New York,NY,33,2016,14.7,3.7,0.9590392851533619,0.37835980553166776,0.2296033071759043,21.84487232138761,3.2111962312439783
332,North Carolina,NC,34,2016,15.4,3.8,1.4633597525658832,0.37193292464598965,0.24526361357814658,9.07719590010151,1.3978881686156324
333,North Dakota,ND,35,2016,10.7,2.0,1.5894063186971956,0.2522420781672088,0.1809303398309196,18.258981251749315,1.9537109939371768
334,Ohio,OH,36,2016,14.6,3.6,2.7067737410054002,0.29977557873782595,0.13847763136293584,16.161867869504885,2.3596327089477125
335,Oklahoma,OK,37,2016,16.3,3.6,1.932892772012854,0.4494781514854453,0.3107735949923733,10.41766536086431,1.6980794538208825
336,Oregon,OR,38,2016,13.3,3.5,1.5822856350007921,0.2647937298409575,0.16425524257355054,18.76208042458355,2.4953566964696123
337,Pennsylvania,PA,39,2016,12.9,3.6,2.594053263877127,0.31643036939824876,0.18014790011950144,16.947251886579433,2.186195493368747
338,Rhode Island,RI,40,2016,12.8,3.8,2.470168532414811,0.23884099662178146,0.1431721188148793,22.623551600632116,2.895814604880911
339,South Carolina,SC,41,2016,15.3,3.7,1.357458973805801,0.5021411997818461,0.3652302717564938,9.960474214093487,1.5239525547563033
340,South Dakota,SD,42,2016,13.3,2.6,1.7811643561997972,0.4195847952945321,0.32595747836606426,9.637748432049118,1.2818205414625328
341,Tennessee,TN,43,2016,15.8,3.3,1.9259338478104908,0.6334176445717054,0.46770919694673946,11.548729942257731,1.8246993308767214
342,Texas,TX,44,2016,15.6,3.6,2.3295831329779495,0.4336183354761931,0.2610837914897718,8.844689709429462,1.379771594670996
343,Utah,UT,45,2016,10.2,2.8,0.9304499666833012,0.24350169040865677,0.14050576816614002,11.611666536070961,1.1843899866792378
345,Virginia,VA,47,2016,11.0,3.2,1.539198555226771,0.217619135834911,0.1222101124528038,11.531240455881834,1.2684364501470018
346,Washington,WA,48,2016,11.3,3.4,1.7786560414856065,0.3019011837383243,0.1795806886878286,14.014166139466589,1.5836007737597246
347,West Virginia,WV,49,2016,17.9,4.1,1.0724432094872647,0.35810582390281276,0.27847820589910666,14.53358870725858,2.6015123785992857
348,Wisconsin,WI,50,2016,11.8,2.7,1.4720046452544664,0.3062556603335604,0.18648352188985676,15.55450384240586,1.8354314534038916
349,Wyoming,WY,51,2016,11.3,3.7,1.5281192714856686,0.24477290038769972,0.19616066003098173,12.562777114347298,1.4195938139212447
350,Alabama,AL,1,2017,16.9,3.3,1.9225641213254072,0.5241783441372075,2.9574400254714037,8.573960595552837,1.4489993406484294
352,Arizona,AZ,3,2017,14.9,3.5,2.0555235538530052,0.5060187325170556,2.903389661113389,13.89264264124065,2.070003753544857
353,Arkansas,AR,4,2017,16.4,3.2,2.232712427322084,0.5554509728138551,3.0815850893516075,15.066235141976389,2.4708625632841277
354,California,CA,5,2017,13.3,3.7,1.1904545033866003,0.45130534329092903,2.508007356073582,23.71114578258351,3.1535823890836077
355,Colorado,CO,6,2017,10.3,2.8,2.1628120571962897,0.3677552195028943,2.699324736697206,14.759320914538597,1.5202100541974755
356,Connecticut,CT,7,2017,9.6,4.0,1.5925628348273317,0.22892023808824175,1.7773221761303355,12.531287048534356,1.203003556659298
357,Delaware,DE,8,2017,13.6,3.1,2.2583069177893926,0.4557791775490347,2.453640851024693,19.420904019927217,2.641242946710102
358,Florida,FL,10,2017,14.0,3.2,1.7726857769565771,0.40844581513692324,2.5149290821195756,9.196039892005802,1.2874455848808124
359,Georgia,GA,11,2017,14.9,3.6,5.099395191684222,0.35789451439099434,2.865403882489796,8.064886917915947,1.2016681507694762
360,Hawaii,HI,12,2017,9.5,2.6,1.8433817071552585,0.2511245140912655,2.8357342390758733,22.06473398253077,2.096149728340423
361,Idaho,ID,13,2017,12.8,2.6,3.0207527403044163,0.22634721126612972,1.6346716422689447,11.319361768395805,1.448878306354663
362,Illinois,IL,14,2017,12.6,4.0,1.4507890058418502,0.4396334311722484,2.015028295239595,15.41171465752969,1.9418760468487408
363,Indiana,IN,15,2017,13.5,3.0,2.4323686854195765,0.39948465608243094,2.420097812011214,15.532158969289023,2.096841460854018
364,Iowa,IA,16,2017,10.7,2.4,1.4858399402110423,0.29380401394216227,2.12808963728096,16.91740951137728,1.8101628177173688
365,Kansas,KS,17,2017,11.9,2.8,1.3306787609414181,0.4135842663331406,2.805118956186196,12.43916860054683,1.480261063465073
366,Kentucky,KY,18,2017,17.2,3.2,2.458394478493882,0.22586241439194588,2.129993073193258,14.909405409703812,2.564417730469055
367,Louisiana,LA,19,2017,19.7,3.8,2.507810687152504,0.5586482134904593,3.376725703127676,12.201752087207186,2.4037451611798155
368,Maine,ME,20,2017,11.1,2.6,0.7202787331269311,0.12115880870245434,1.508528321339835,21.34241100622341,2.3690076216907987
369,Maryland,MD,21,2017,9.3,3.5,1.8235365066349394,0.5025508527079279,2.2327182468141733,23.287419990946265,2.165730059158003
370,Massachusetts,MA,22,2017,10.5,3.0,1.1270204837717313,0.35802850495838867,1.4369975519655196,31.208519262452118,3.2768945225574724
371,Michigan,MI,23,2017,14.2,3.6,2.2937453269019086,0.4494684408500695,1.798014140819006,13.269375338309228,1.8842512980399102
372,Minnesota,MN,24,2017,9.5,2.5,2.2870198233014083,0.2387792096266234,2.195597379195614,26.779404788481518,2.544043454905744
373,Mississippi,MS,25,2017,19.8,3.9,2.0839292709443837,0.2852926709296606,2.7298218844842412,11.419823783677343,2.261125109168114
374,Missouri,MO,26,2017,13.4,2.9,1.6909441008882091,0.530894906716754,2.837110896773528,11.276213049059226,1.5110125485739363
375,Montana,MT,27,2017,12.5,2.2,1.5457486827556197,0.3763484791188828,2.586742576120067,16.493363306925914,2.0616704133657393
376,Nebraska,NE,28,2017,10.8,2.3,1.2869190301271383,0.306532487589688,2.2789252521077046,13.269943928124974,1.4331539442374972
377,Nevada,NV,29,2017,13.0,3.8,1.4181288851744416,0.5611964019051114,2.637188731626096,9.668058535412877,1.2568476096036743
378,New Hampshire,NH,30,2017,7.7,2.6,0.7620100817845961,0.19780736320857184,1.375680518866211,24.66603975737738,1.8992850613180583
379,New Jersey,NJ,31,2017,10.0,3.5,1.980403244197951,0.23188275312938741,1.576564130988321,21.334186781310052,2.1334186781310054
380,New Mexico,NM,32,2017,19.7,3.7,1.3426475139784988,0.7820597155346825,3.934727486203164,14.374092861370455,2.8316962936899794
381,New York,NY,33,2017,14.1,3.5,0.9531729713025889,0.36141167351690995,1.5342601665825062,24.209977960875243,3.413606892483409
382,North Carolina,NC,34,2017,14.7,3.2,1.4841935342385588,0.36387954967519726,2.5465530437418007,9.720701562910442,1.428943129747835
383,North Dakota,ND,35,2017,10.3,2.1,1.5581138419626936,0.2814785771622191,2.1991093355516056,18.915167481650293,1.9482622506099807
384,Ohio,OH,36,2017,14.0,3.2,2.740280586837855,0.2974617591437136,2.4188890747149356,16.955409100126136,2.373757274017659
385,Oklahoma,OK,37,2017,15.8,3.2,2.114843928374112,0.4561831203596964,2.8760343864497284,10.957964589716864,1.7313584051752644
386,Oregon,OR,38,2017,13.2,3.2,1.6318010192556034,0.2817339889589429,2.985839693505083,19.163987761411516,2.5296463845063197
387,Pennsylvania,PA,39,2017,12.5,3.3,2.5332494725069306,0.3137404310928028,1.6517510931062265,20.042981813455665,2.505372726681958
388,Rhode Island,RI,40,2017,11.6,3.7,2.367399753522161,0.23302670429195405,1.7582149017735607,26.075807434753916,3.0247936624314535
389,South Carolina,SC,41,2017,15.4,3.5,1.3910923376669,0.5064856127974049,3.1978974235193185,10.215260058128433,1.5731500489517787
390,South Dakota,SD,42,2017,13.0,2.4,1.7666572732898904,0.43202408611611376,1.8693548165358336,10.529876576632786,1.3688839549622622
391,Tennessee,TN,43,2017,15.0,3.0,1.9392703473097048,0.6522031737722356,2.943716155454948,11.45439593584485,1.7181593903767276
392,Texas,TX,44,2017,14.7,3.3,2.284276357704412,0.43907687337033285,2.563424639868292,9.305690785329755,1.367936545443474
393,Utah,UT,45,2017,9.7,2.4,0.9660055318073731,0.238951939380376,2.780936214343437,12.531494485288974,1.2155549650730302
395,Virginia,VA,47,2017,10.6,2.9,1.56375228542957,0.20832774567095488,1.7942156203983015,12.3949720760597,1.3138670400623282
396,Washington,WA,48,2017,11.0,3.1,1.685660774903204,0.3037437753944911,3.1660452501171306,14.937795521269695,1.6431575073396663
397,West Virginia,WV,49,2017,19.1,3.5,1.1392710197666047,0.3504670325436818,1.8508489799692238,13.634786017523512,2.604244129346991
399,Wyoming,WY,51,2017,11.3,3.4,1.581988931155872,0.237679447118914,1.8316517857913983,12.826906497164142,1.4494404341795482
400,Alabama,AL,1,2018,16.8,3.2,1.949649393347888,0.5196533898181981,2.817286971060509,8.291808382280735,1.3930238082231634
402,Arizona,AZ,3,2018,14.0,3.2,2.013938080390063,0.4758017016986811,2.681941273178184,15.137198278663016,2.1192077590128227
403,Arkansas,AR,4,2018,17.2,2.6,2.2964210497412894,0.5443672246009862,2.916969711266747,13.147216203269952,2.2613211869624315
404,California,CA,5,2018,12.8,3.5,1.1935827226458042,0.4484918346418294,2.386163476239223,26.145298364259947,3.3465981906252735
405,Colorado,CO,6,2018,9.6,2.7,2.2443772420441985,0.39751992826930005,2.673613191532952,18.08968765178538,1.7366100145713965
406,Connecticut,CT,7,2018,10.4,3.6,1.5369086551384283,0.20750268793118895,1.681496953677986,13.253517248419978,1.3783657938356777
407,Delaware,DE,8,2018,12.5,3.5,2.1114907729738297,0.42434895010663104,2.328481510214101,22.529666621438686,2.8162083276798358
408,Florida,FL,10,2018,13.6,3.0,1.742977543717409,0.3858914362838777,2.2877506487970405,9.626355742158077,1.3091843809334986
409,Georgia,GA,11,2018,14.3,3.0,4.97099811808891,0.3268439904326185,2.5757266273248804,8.718000180764747,1.2466740258493592
410,Hawaii,HI,12,2018,8.8,2.4,1.8616873376118281,0.2486285656764464,2.8700690486296923,23.261116692433752,2.0469782689341702
411,Idaho,ID,13,2018,11.8,2.5,3.023183781797118,0.22753031071626062,1.4644657407788242,13.107229994756858,1.5466531393813094
412,Illinois,IL,14,2018,12.1,3.6,1.3413300768984153,0.40469789094158165,1.9355704294977212,16.430395039423114,1.988077799770197
413,Indiana,IN,15,2018,13.1,2.8,2.457063283611209,0.382062750532186,2.1781504793445503,15.928946535329342,2.086691996128144
414,Iowa,IA,16,2018,11.2,2.4,1.5270684090499387,0.25068141006625766,1.6955057742793822,17.753182847658426,1.9883564789377435
415,Kansas,KS,17,2018,12.0,2.5,1.2879150034018478,0.4390389505382194,2.634027613908144,12.634282935678264,1.5161139522813916
416,Kentucky,KY,18,2018,16.9,3.1,2.3436937393324104,0.2122097134978334,1.9657474200055456,15.818803029556705,2.673377711995083
417,Louisiana,LA,19,2018,18.6,3.7,2.4515201649201983,0.5375679497992356,3.2762050694359495,14.028166809841542,2.6092390266305268
418,Maine,ME,20,2018,11.6,2.2,0.7192081096846512,0.11209380930012687,1.357149098208665,21.463586327722705,2.4897760140158334
419,Maryland,MD,21,2018,9.0,3.3,1.7754903314058348,0.4692002819177965,2.0355869857891293,24.018413607485616,2.1616572246737054
420,Massachusetts,MA,22,2018,10.0,3.2,1.0213001094621463,0.3390707192812055,1.266898506168059,34.81298659597669,3.4812986595976687
421,Michigan,MI,23,2018,14.1,3.3,2.207167291238084,0.449896595296989,1.6554367797027105,13.727219324869733,1.935537924806632
422,Minnesota,MN,24,2018,9.6,2.4,2.2716838411112312,0.22062880189588438,1.9955232099038056,29.874472069768338,2.8679493186977605
423,Mississippi,MS,25,2018,19.7,4.0,2.101232016017672,0.23478540902107334,2.407431013545699,11.399726329491624,2.2457460869098496
424,Missouri,MO,26,2018,13.2,2.6,1.6884486624725175,0.5024484519873242,2.6491830679543646,11.985762302222495,1.5821206238933694
425,Montana,MT,27,2018,13.0,2.2,1.528435726202901,0.374670607590521,2.500129635653104,16.106404944068107,2.093832642728854
426,Nebraska,NE,28,2018,11.0,2.4,1.3196549007246519,0.2853115941201092,2.083802880535767,13.222129763191472,1.4544342739510618
